root,geom,btag,horizon,scheme,n_obs,model_set,mcs75,mcs90,seed,pvals
ES,RTH,B0,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,117370820,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M3_HARJ"": 0.034, ""M4_HARQ"": 0.034, ""M2_HAR"": 1.0}"
ES,RTH,B0,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1615113857,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0308, ""M4_HARQ"": 0.0308, ""M2_HAR"": 1.0}"
ES,RTH,B0,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2447780851,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0, ""M4_HARQ"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ,2734751929,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0015, ""M3_HARJ"": 0.1124, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3583050138,"{""M4_HARQ"": 0.0001, ""M3_HARJ"": 0.0001, ""M5_RGARCH"": 0.0001, ""M6_PARK"": 0.0009, ""M6_GK"": 0.001, ""M1_EWMA"": 0.0231, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3038505791,"{""M4_HARQ"": 0.0201, ""M3_HARJ"": 0.0201, ""M1_EWMA"": 0.0201, ""M6_PARK"": 0.0201, ""M5_RGARCH"": 0.0201, ""M6_GK"": 0.0201, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M6_GK|M6_PARK,518561450,"{""M4_HARQ"": 0.0001, ""M3_HARJ"": 0.0001, ""M5_RGARCH"": 0.0001, ""M1_EWMA"": 0.1206, ""M6_PARK"": 0.1648, ""M6_GK"": 0.1648, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,410096495,"{""M4_HARQ"": 0.1879, ""M3_HARJ"": 0.1879, ""M1_EWMA"": 0.1879, ""M5_RGARCH"": 0.1879, ""M6_GK"": 0.1879, ""M6_PARK"": 0.1879, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1045897580,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0002, ""M3_HARJ"": 0.0179, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,4120385690,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0003, ""M3_HARJ"": 0.0003, ""M1_EWMA"": 0.0003, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3717700803,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M4_HARQ"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0149, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,712479768,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0089, ""M3_HARJ"": 0.0089, ""M1_EWMA"": 0.0089, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3004156811,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0, ""M3_HARJ"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,136732739,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M3_HARJ"": 0.0, ""M1_EWMA"": 0.0, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1437149941,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0697, ""M3_HARJ"": 0.0697, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2185740070,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M3_HARJ"": 0.0346, ""M4_HARQ"": 0.0346, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,810538727,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.028, ""M4_HARQ"": 0.028, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3199048031,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0, ""M4_HARQ"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ|M4_HARQ,598363660,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0003, ""M4_HARQ"": 0.2265, ""M3_HARJ"": 0.2265, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3132774543,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0092, ""M3_HARJ"": 0.0092, ""M6_PARK"": 0.0092, ""M6_GK"": 0.0092, ""M1_EWMA"": 0.0904, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,4162810140,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0422, ""M3_HARJ"": 0.0422, ""M1_EWMA"": 0.0422, ""M6_PARK"": 0.0422, ""M6_GK"": 0.0422, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,1559543155,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.1494, ""M3_HARJ"": 0.1494, ""M1_EWMA"": 0.1494, ""M6_PARK"": 0.1494, ""M6_GK"": 0.1494, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2211311582,"{""M5_RGARCH"": 0.0018, ""M4_HARQ"": 0.0737, ""M3_HARJ"": 0.0737, ""M1_EWMA"": 0.0737, ""M6_GK"": 0.0789, ""M6_PARK"": 0.0853, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,6131605,"{""M6_PARK"": 0.0, ""M5_RGARCH"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0058, ""M3_HARJ"": 0.048, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR,4254605016,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0011, ""M3_HARJ"": 0.0471, ""M1_EWMA"": 0.1992, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1872878185,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0242, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR,3956424179,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0034, ""M3_HARJ"": 0.0325, ""M1_EWMA"": 0.1143, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,281087360,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0, ""M3_HARJ"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1532726497,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3416508545,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0167, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3063219730,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.021, ""M4_HARQ"": 0.021, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1556410038,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0012, ""M3_HARJ"": 0.0012, ""M1_EWMA"": 0.0012, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1954846886,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M3_HARJ"": 0.0107, ""M4_HARQ"": 0.0107, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1643165716,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0002, ""M1_EWMA"": 0.0002, ""M3_HARJ"": 0.0951, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3454778690,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0103, ""M3_HARJ"": 0.0103, ""M6_PARK"": 0.0103, ""M6_GK"": 0.0103, ""M1_EWMA"": 0.0661, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2798172795,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0375, ""M3_HARJ"": 0.0375, ""M1_EWMA"": 0.0375, ""M6_PARK"": 0.0375, ""M6_GK"": 0.0375, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,404853592,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.1435, ""M3_HARJ"": 0.1435, ""M1_EWMA"": 0.1435, ""M6_PARK"": 0.1706, ""M6_GK"": 0.1706, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2248711278,"{""M4_HARQ"": 0.0017, ""M5_RGARCH"": 0.0017, ""M3_HARJ"": 0.0775, ""M1_EWMA"": 0.0775, ""M6_GK"": 0.0775, ""M6_PARK"": 0.0821, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1370928947,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0158, ""M3_HARJ"": 0.0454, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR,1034423320,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0051, ""M3_HARJ"": 0.049, ""M1_EWMA"": 0.1102, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3919512435,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.023, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1619288512,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0094, ""M3_HARJ"": 0.0324, ""M1_EWMA"": 0.0747, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3071747996,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0, ""M3_HARJ"": 0.0, ""M6_PARK"": 0.0, ""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,997959347,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2699806576,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0174, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3707498135,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.02, ""M4_HARQ"": 0.02, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2399367287,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0003, ""M3_HARJ"": 0.0003, ""M1_EWMA"": 0.0003, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,4244299336,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M3_HARJ"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0056, ""M2_HAR"": 1.0}"
